"","Year.Rel","released","Accession","Inbred.Line","Inbred.name","GBS.name..Sample.Flowcell.Lane.Well.","P1A","P2A","ancest","history","Pop.structure","remarks"
"4183",NA,"","PI 654053",NA,"TZAR106","PI654053:D0D0BACXX:4:B8",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"4184",NA,"","PI 658071",NA,"GEMN-0138","PI658071:D0D0BACXX:3:G6",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"4185",NA,"","PI 658072",NA,"GEMN-0139","PI658072:D0D0BACXX:3:F12",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"4186",NA,"","PI 658073",NA,"GEMN-0140","PI658073:D0D0BACXX:3:E5",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"4187",NA,"","PI 658074",NA,"GEMN-0141","PI658074:D0D0BACXX:4:A2",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"4188",NA,"","PI 658075",NA,"GEMS-0143","PI658075:D0D0BACXX:4:A1",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"4189",NA,"","PI 658076",NA,"GEMN-0144","PI658076:D0D0BACXX:3:F2",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"4190",NA,"","PI 658077",NA,"GEMN-0145","PI658077:D0D0BACXX:3:C8",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"4191",NA,"","PI 658078",NA,"GEMS-0146","PI658078:D0D0BACXX:3:D6",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"4192",NA,"","PI 658079",NA,"GEMS-0147","PI658079:D0D0BACXX:3:C5",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"4193",NA,"","PI 658080",NA,"GEMS-0148","PI658080:D0D0BACXX:4:F2",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"4194",NA,"","PI 658081",NA,"GEMS-0149","PI658081:D0D0BACXX:3:G10",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"4195",NA,"","PI 658082",NA,"GEMN-0154","PI658082:D0D0BACXX:4:B1",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"4196",NA,"","PI 658083",NA,"GEMN-0155","PI658083:D0D0BACXX:4:B2",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"4197",NA,"","PI 658084",NA,"GEMN-0156","PI658084:D0D0BACXX:4:G1",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"4198",NA,"","PI 658085",NA,"GEMN-0157","PI658085:D0D0BACXX:3:G11",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"4199",NA,"","PI 658086",NA,"GEMN-0158","PI658086:D0D0BACXX:3:H11",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"4200",NA,"","PI 658087",NA,"GEMN-0159","PI658087:D0D0BACXX:3:E4",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"4201",NA,"","PI 658088",NA,"GEMS-0160","PI658088:D0D0BACXX:3:G8",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"4202",NA,"","PI 658089",NA,"GEMS-0161","PI658089:D0D0BACXX:3:D2",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"4203",NA,"","PI 658090",NA,"GEMS-0162","PI658090:D0D0BACXX:3:C10",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"4204",NA,"","PI 659678",NA,"GEMN-0114","PI659678:D0D0BACXX:3:B6",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"4205",NA,"","PI 659679",NA,"GEMS-0142","PI659679:D0D0BACXX:3:E3",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"4206",NA,"","PI 659680",NA,"GEMS-0150","PI659680:D0D0BACXX:3:F12",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"4207",NA,"","PI 659681",NA,"GEMS-0163","PI659681:D0D0BACXX:3:B11",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"4208",NA,"","Pa762",NA,"Pa762","Pa762:627C3AAXX:7:F8",NA,NA,"","COLLECTED  04/16/1932 Peru by Erlanson, C., Bureau of Plant Industry - USDA; MacMillan, H., Bureau of Plant Industry - USDA",NA,""
"4209",NA,"","Pa762",NA,"Pa762","Pa762:8042MABXX:4:F8",NA,NA,"","COLLECTED  04/16/1932 Peru by Erlanson, C., Bureau of Plant Industry - USDA; MacMillan, H., Bureau of Plant Industry - USDA",NA,""
"4210",NA,"","Pa875",NA,"Pa875","Pa875:627C3AAXX:5:C10",NA,NA,"","COLLECTED  04/16/1932 Peru by Erlanson, C., Bureau of Plant Industry - USDA; MacMillan, H., Bureau of Plant Industry - USDA",NA,""
"4211",NA,"","Pa875",NA,"Pa875","Pa875:8042MABXX:2:C10",NA,NA,"","COLLECTED  04/16/1932 Peru by Erlanson, C., Bureau of Plant Industry - USDA; MacMillan, H., Bureau of Plant Industry - USDA",NA,""
"4212",NA,"","Pa880",NA,"Pa880","Pa880:627C3AAXX:7:F2",NA,NA,"","COLLECTED  04/16/1932 Peru by Erlanson, C., Bureau of Plant Industry - USDA; MacMillan, H., Bureau of Plant Industry - USDA",NA,""
"4213",NA,"","Pa880",NA,"Pa880","Pa880:8042MABXX:4:F2",NA,NA,"","COLLECTED  04/16/1932 Peru by Erlanson, C., Bureau of Plant Industry - USDA; MacMillan, H., Bureau of Plant Industry - USDA",NA,""
"4214",NA,"","Pa880",NA,"Pa880","Pa880:C07W2ACXX:1:H8",NA,NA,"","COLLECTED  04/16/1932 Peru by Erlanson, C., Bureau of Plant Industry - USDA; MacMillan, H., Bureau of Plant Industry - USDA",NA,""
"4215",NA,"","Pa880",NA,"Pa880","Pa880:C07W2ACXX:2:H8",NA,NA,"","COLLECTED  04/16/1932 Peru by Erlanson, C., Bureau of Plant Industry - USDA; MacMillan, H., Bureau of Plant Industry - USDA",NA,""
"4216",NA,"","Pa880",NA,"Pa880","Pa880:D0D0BACXX:1:H8",NA,NA,"","COLLECTED  04/16/1932 Peru by Erlanson, C., Bureau of Plant Industry - USDA; MacMillan, H., Bureau of Plant Industry - USDA",NA,""
"4217",NA,"","Pa880",NA,"Pa880","Pa880:D0D7RACXX:1:H8",NA,NA,"","COLLECTED  04/16/1932 Peru by Erlanson, C., Bureau of Plant Industry - USDA; MacMillan, H., Bureau of Plant Industry - USDA",NA,""
"4218",NA,"","Pa880",NA,"Pa880","Pa880:D0D7RACXX:2:H8",NA,NA,"","COLLECTED  04/16/1932 Peru by Erlanson, C., Bureau of Plant Industry - USDA; MacMillan, H., Bureau of Plant Industry - USDA",NA,""
"4219",NA,"","Pa91",NA,"Pa91","Pa91:627C3AAXX:7:E5",NA,NA,"","COLLECTED  04/16/1932 Peru by Erlanson, C., Bureau of Plant Industry - USDA; MacMillan, H., Bureau of Plant Industry - USDA",NA,""
"4220",NA,"","Pa91",NA,"Pa91","Pa91:8042MABXX:4:E5",NA,NA,"","COLLECTED  04/16/1932 Peru by Erlanson, C., Bureau of Plant Industry - USDA; MacMillan, H., Bureau of Plant Industry - USDA",NA,""
"4221",NA,"","R109B",NA,"R109B","R109B:627C3AAXX:5:F1",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4222",NA,"","R109B",NA,"R109B","R109B:8042MABXX:2:F1",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4223",NA,"","R168",NA,"R168","R168:627C3AAXX:5:A2",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4224",NA,"","R168",NA,"R168","R168:8042MABXX:2:A2",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4225",NA,"","R177",NA,"R177","R177:627C3AAXX:6:A10",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4226",NA,"","R177",NA,"R177","R177:8042MABXX:3:A10",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4227",NA,"","R229",NA,"R229","R229:627C3AAXX:6:B6",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4228",NA,"","R229",NA,"R229","R229:8042MABXX:3:B6",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4229",NA,"","R4",NA,"R4","R4:627C3AAXX:6:G11",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4230",NA,"","R4",NA,"R4","R4:8042MABXX:3:G11",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4231",NA,"","SA24",NA,"SA24","SA24:627C3AAXX:6:B5",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4232",NA,"","SA24",NA,"SA24","SA24:8042MABXX:3:B5",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4233",NA,"","SA24",NA,"SA24","SA24:81FE7ABXX:1:F11",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4234",NA,"","SA24",NA,"SA24","SA24:81FE7ABXX:2:F3",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4235",NA,"","SA24",NA,"SA24","SA24:81FE7ABXX:3:A9",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4236",NA,"","SA24",NA,"SA24","SA24:81FE7ABXX:4:B9",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4237",NA,"","SA24",NA,"SA24","SA24:81FE7ABXX:5:C12",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4238",NA,"","SA24",NA,"SA24","SA24:81FE7ABXX:6:C1",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4239",NA,"","SA24",NA,"SA24","SA24:81FE7ABXX:7:H9",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4240",NA,"","SA24",NA,"SA24","SA24:81FE8ABXX:1:E3",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4241",NA,"","SA24",NA,"SA24","SA24:81FE8ABXX:2:G5",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4242",NA,"","SA24",NA,"SA24","SA24:81FE8ABXX:3:E1",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4243",NA,"","SA24",NA,"SA24","SA24:81FE8ABXX:4:D9",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4244",NA,"","SA24",NA,"SA24","SA24:81FE8ABXX:5:A11",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4245",NA,"","SA24",NA,"SA24","SA24:81FE8ABXX:6:G12",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4246",NA,"","SA24",NA,"SA24","SA24:81FE8ABXX:7:A10",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4247",NA,"","SA24",NA,"SA24","SA24:81FENABXX:1:D3",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4248",NA,"","SA24",NA,"SA24","SA24:81FENABXX:2:B2",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4249",NA,"","SA24",NA,"SA24","SA24:81FENABXX:3:F10",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4250",NA,"","SA24",NA,"SA24","SA24:81FENABXX:4:E4",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4251",NA,"","SA24",NA,"SA24","SA24:81FENABXX:5:E9",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4252",NA,"","SA24",NA,"SA24","SA24:81FENABXX:6:D3",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4253",NA,"","SA24",NA,"SA24","SA24:81FENABXX:7:D7",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4254",NA,"","SA24",NA,"SA24","SA24:81N4HABXX:1:G1",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4255",NA,"","SA24",NA,"SA24","SA24:81N4HABXX:2:B4",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4256",NA,"","SA24",NA,"SA24","SA24:81N4HABXX:3:F1",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4257",NA,"","SA24",NA,"SA24","SA24:81N4HABXX:4:F2",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4258",NA,"","SA24",NA,"SA24","SA24:81N4HABXX:5:B6",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4259",NA,"","SA24",NA,"SA24","SA24:81N4HABXX:6:E6",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4260",NA,"","SA24",NA,"SA24","SA24:81N4HABXX:7:F5",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4261",NA,"","SAN 349a-1",NA,"SAN 349a-1","SAN_349a-1:81N4HABXX:3:G10",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4262",NA,"","SAN 349a-1",NA,"SAN 349a-1","SAN349a-1(Holland):D0D0BACXX:4:B6",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4263",NA,"","SC16",NA,"SC16","SC16:81N4HABXX:4:D1",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4264",NA,"","SC212M",NA,"SC212M","SC212M:81FE7ABXX:3:G9",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4265",NA,"","SC213R",NA,"SC213R","SC213R:627C3AAXX:5:B8",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4266",NA,"","SC213R",NA,"SC213R","SC213R:8042MABXX:2:B8",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4267",NA,"","SC229",NA,"SC229","SC229:81N4HABXX:3:G12",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4268",NA,"","SC235R3",NA,"SC235R3","SC235R3:81N4HABXX:3:F4",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4269",0,"","SC276Q2","SC276Q2","SC276Q2","SC276Q2:81FE7ABXX:6:D12","0","0","","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon","unclassified",""
"4270",NA,"","SC277",NA,"SC277","SC277:81FE7ABXX:6:B8",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4271",NA,"","SC285",NA,"SC285","SC285:81N4HABXX:3:E10",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4272",NA,"","SC301",NA,"SC301","SC301:81FE7ABXX:7:D4",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4273",NA,"","SC333",NA,"SC333","SC333:81N4HABXX:2:G2",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4274",NA,"","SC343",NA,"SC343","SC343:81N4HABXX:3:B8",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4275",NA,"","SC344",NA,"SC344","SC344:81FE7ABXX:7:B5",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4276",NA,"","SC353",NA,"SC353","SC353:81FE7ABXX:6:A4",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4277",NA,"","SC357",NA,"SC357","SC357:627C3AAXX:6:G12",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
