GBS name (Sample:Flowcell:Lane:Well),Additional file 1.xlsx (Romay et al. 2013),Inbred name,Source,Accession,Seed lot,Notes
PI257506:81FE8ABXX:4:D1,F2,F2,NCRPIS,PI 257506,02ncai01 SD,
PI257507:81FE8ABXX:3:A9,F7,F7,NCRPIS,PI 257507,04ncai01 SD,
PI257507:81FENABXX:6:E7,F7,F7,NCRPIS,PI 257507,04ncai02 SD,
PI257507:D0D0BACXX:3:A4,F7,F07,NCRPIS,PI 257507,10219,
PI257508:81FE8ABXX:3:A8,F10,F10,NCRPIS,PI 257508,72ncai01 SD,
PI257511:81FE8ABXX:3:C12,F49,F49,NCRPIS,PI 257511,83ncai01 SD,
PI257512:81FENABXX:6:A7,F52,F52,NCRPIS,PI 257512,08ncai01 SD,
PI257513:81FE8ABXX:3:E11,F115,F115,NCRPIS,PI 257513,01ncai02 SD,
PI257514:81FE8ABXX:4:H1,FV181,FV181,NCRPIS,PI 257514,99ncai01 SD,
PI257515:81FE8ABXX:4:E6,F431,F431,NCRPIS,PI 257515,61ncai01 SD,
PI257516:81FENABXX:6:F11,F39,F39,NCRPIS,PI 257516,62ncai01 SD,
PI257517:81FE8ABXX:6:H1,FC46,FC46,NCRPIS,PI 257517,85ncab01 SD,
PI267164:81FE8ABXX:4:G3,CR2INBRED,CR 2 INBRED,NCRPIS,PI 267164,62ncai01 SD,
PI267165:81FENABXX:6:B4,CR22INBRED,CR 22 INBRED,NCRPIS,PI 267165,88ncab01 SD,
PI267166:81FENABXX:6:D4,2KM368INBRED,2 KM 368 INBRED,NCRPIS,PI 267166,62ncai01 SD,
PI267167:81FE8ABXX:6:B5,T8144INBRED,T8144 INBRED,NCRPIS,PI 267167,03ncai01 SD,
PI267168:81FENABXX:6:D12,T8146INBRED,T8146 INBRED,NCRPIS,PI 267168,03ncai01 SD,
PI267169:81FENABXX:6:G10,T8302INBRED,T8302 INBRED,NCRPIS,PI 267169,85ncab01 SD,
PI267170:81FENABXX:6:A11,T8354INBRED,T8354 INBRED,NCRPIS,PI 267170,88ncab01 SD,
PI267171:81FENABXX:6:G5,T8445INBRED,T8445 INBRED,NCRPIS,PI 267171,62ncai01 SD,
PI270297:81FE7ABXX:2:D12,B96,B96,NCRPIS,PI 270297,02ncai01 SD,
PI303924:81FE8ABXX:5:C10,NO.380,NO. 380,NCRPIS,PI 303924,73ncai01 SD,
PI303925:81N4HABXX:6:D9,NO.1004INBRED,NO. 1004 INBRED,NCRPIS,PI 303925,87ncab01 SD,
PI303926:81FENABXX:1:G6,NO.1019INBRED,NO. 1019 INBRED,NCRPIS,PI 303926,95ncab01 SD,
PI303927:81FE7ABXX:3:D3,NO.1026INBRED,NO. 1026 INBRED,NCRPIS,PI 303927,65ncai01 SD,
PI303928:81FE8ABXX:7:B12,NO.1032INBRED,NO. 1032 INBRED,NCRPIS,PI 303928,85ncab01 SD,
PI303929:81FE8ABXX:7:H4,NO.1037INBRED,NO. 1037 INBRED,NCRPIS,PI 303929,81ncai01 SD,
PI303930:81FE7ABXX:3:G11,NO.1049INBRED,NO. 1049 INBRED,NCRPIS,PI 303930,72ncai01 SD,
PI303932:81FE8ABXX:1:F1,NO.1068INBRED,NO. 1068 INBRED,NCRPIS,PI 303932,73ncai01 SD,
PI303933:81FE8ABXX:6:C9,NO.1070INBRED,NO. 1070 INBRED,NCRPIS,PI 303933,85ncab01 SD,
PI303935:81FE8ABXX:6:C3,NO.1163INBRED,NO. 1163 INBRED,NCRPIS,PI 303935,72ncai01 SD,
PI303936:81FE7ABXX:3:G4,NO.1174INBRED,NO. 1174 INBRED,NCRPIS,PI 303936,01ncai01 SD,
PI303937:81N4HABXX:7:F4,NO.1175INBRED,NO. 1175 INBRED,NCRPIS,PI 303937,82ncai01 SD,
PI303938:81FENABXX:3:C8,NO.1185INBRED,NO. 1185 INBRED,NCRPIS,PI 303938,72ncai01 SD,
PI303939:81FE8ABXX:5:E4,NO.1197INBRED,NO. 1197 INBRED,NCRPIS,PI 303939,85ncab01 SD,
PI303940:81FE7ABXX:3:B6,NO.1201INBRED,NO. 1201 INBRED,NCRPIS,PI 303940,91ncai01 SD,
PI303941:81FE7ABXX:6:G8,NO.1266INBRED,NO. 1266 INBRED,NCRPIS,PI 303941,03ncai01 SD,
PI303942:81N4HABXX:1:E1,TN54-6,TN 54-6,NCRPIS,PI 303942,73ncai01 SD,
PI303943:81FENABXX:2:G6,TN53-1-2,TN 53-1-2,NCRPIS,PI 303943,87ncab01 SD,
PI303944:81FE7ABXX:7:F11,TN50-14-1,TN 50-14-1,NCRPIS,PI 303944,86ncab01 SD,
PI303944:D0D0BACXX:4:E7,TN50-14-1,TN 50-14-1,NCRPIS,PI 303944,12488,
PI340812:81N4HABXX:6:C4,NY121NevehYaar,NY 121 (Neveh Yaar),NCRPIS,PI 340812,95ncab01 SD,
PI340813:81FE7ABXX:6:F2,NY123NevehYaar,NY 123 (Neveh Yaar),NCRPIS,PI 340813,75ncai01 SD,
PI340817:81FE8ABXX:4:F8,G3T5,G3 T5,NCRPIS,PI 340817,85ncab01 SD,
PI340818:81FE8ABXX:4:F7,G3T5a,G3 T5a,NCRPIS,PI 340818,85ncab01 SD,
PI340819:81FE8ABXX:3:H9,T9,T9,NCRPIS,PI 340819,85ncab01 SD,
PI340820:81FENABXX:3:F6,T14F,T14F,NCRPIS,PI 340820,72ncai01 SD,
PI340821:81FENABXX:6:A6,G22T122,G22 T122,NCRPIS,PI 340821,85ncab01 SD,
PI340822:81FENABXX:6:H8,G6T123,G6 T123,NCRPIS,PI 340822,08ncai01 SD,
PI340823:81FENABXX:6:G4,G14T133,G14 T133,NCRPIS,PI 340823,82ncai01 SD,
PI340824:81FE8ABXX:4:D8,G15T134,G15 T134,NCRPIS,PI 340824,73ncai01 SD,
PI340825:81FENABXX:6:H3,G15T134a,G15 T134a,NCRPIS,PI 340825,73ncai01 SD,
PI340826:81FENABXX:3:B2,T140,T140,NCRPIS,PI 340826,99ncai01 SD,
PI340827:81FENABXX:7:C6,T141,T141,NCRPIS,PI 340827,85ncab01 SD,
PI340829:81FENABXX:3:E5,T146,T146,NCRPIS,PI 340829,85ncab01 SD,
PI340829:C07W2ACXX:1:H4,T146,T146,NCRPIS,PI 340829,85ncab01 SD,
PI340829:C07W2ACXX:2:H4,T146,T146,NCRPIS,PI 340829,85ncab01 SD,
PI340829:D0D0BACXX:1:H4,T146,T146,NCRPIS,PI 340829,85ncab01 SD,
PI340829:D0D7RACXX:1:H4,T146,T146,NCRPIS,PI 340829,85ncab01 SD,
PI340829:D0D7RACXX:2:H4,T146,T146,NCRPIS,PI 340829,85ncab01 SD,
PI340830:81FENABXX:2:A9,T242,T242,NCRPIS,PI 340830,85ncab01 SD,
PI340835:D0D0BACXX:3:C9,BR-1-1,BR-1-1,NCRPIS,PI 340835,11876,
PI340836:81FE7ABXX:4:H4,CA-4,CA-4,NCRPIS,PI 340836,88ncab01 SD,
PI340837:D0D0BACXX:4:B4,R-4524,R-4524,NCRPIS,PI 340837,11602,
PI340838:81FE7ABXX:1:D8,B-4541,B-4541,NCRPIS,PI 340838,74ncai01 SD,
PI340839:81FE7ABXX:2:D2,B-WHO-201,B-WHO-201,NCRPIS,PI 340839,73ncai01 SD,
PI340841:81FE7ABXX:2:F1,B-15DENTSTERILE,B-15 DENT STERILE,NCRPIS,PI 340841,95ncai01 SD,
PI340842:81FE7ABXX:1:D12,CA-15-1DENTSTERILE,CA-15-1 DENT STERILE,NCRPIS,PI 340842,84ncab01 SD,
PI340843:81FENABXX:3:A10,CA-15-2DENTSTERILE,CA-15-2 DENT STERILE,NCRPIS,PI 340843,95ncai01 SD,
PI340844:81N4HABXX:7:D11,R-15DENTSTERILE,R-15 DENT STERILE,NCRPIS,PI 340844,74ncai01 SD,
PI340845:D0D0BACXX:3:F12,BR-15DENTSTERILE,BR-15 DENT STERILE,NCRPIS,PI 340845,11758,
PI340846:81FE7ABXX:6:H6,RB-15DENTSTERILE,RB-15 DENT STERILE,NCRPIS,PI 340846,98ncai01 SD,
PI340847:81FE7ABXX:1:G6,B-16INBR.FR.SUPERGOLD,B-16 INBR.FR.SUPERGOLD,NCRPIS,PI 340847,99ncai01 SD,
PI340850:81FENABXX:3:C11,B-17INBR.FR.SUPERGOLD,B-17 INBR.FR.SUPERGOLD,NCRPIS,PI 340850,99ncai01 SD,
PI340851:81N4HABXX:7:D2,BR-17INBR.FR.SUPERGOLD,BR-17 INBR.FR.SUPERGOLD,NCRPIS,PI 340851,01ncai01 SD,
PI340853:81FE8ABXX:1:E5,R-17INBR.FR.SUPERGOLD,R-17 INBR.FR.SUPERGOLD,NCRPIS,PI 340853,85ncab01 SD,
PI340854:81FE7ABXX:3:D8,RB-17INBR.FR.SUPERGOLD,RB-17 INBR.FR.SUPERGOLD,NCRPIS,PI 340854,85ncab01 SD,
PI340855:81FENABXX:1:B9,B-18INBR.FR.SUPERGOLD,B-18 INBR.FR.SUPERGOLD,NCRPIS,PI 340855,08ncai01 SD,
PI340856:81FE7ABXX:4:G3,R-18INBR.FR.SUPERGOLD,R-18 INBR.FR.SUPERGOLD,NCRPIS,PI 340856,81ncai01 SD,
PI340857:81FE7ABXX:4:A11,B-22INBR.FR.SUPERGOLD,B-22 INBR.FR.SUPERGOLD,NCRPIS,PI 340857,01ncai01 SD,
PI340858:81FE7ABXX:6:E6,BR-22,BR-22,NCRPIS,PI 340858,87ncab01 SD,
PI340859:81N4HABXX:2:B6,R-22INBR.FR.SUPERGOLD,R-22 INBR.FR.SUPERGOLD,NCRPIS,PI 340859,98ncai01 SD,
PI340860:81N4HABXX:7:E2,B-28,B-28,NCRPIS,PI 340860,87ncab01 SD,
PI340861:81FENABXX:5:C5,BR-28INBR.FR.YEL.PEARL,BR-28 INBR.FR.YEL.PEARL,NCRPIS,PI 340861,85ncab01 SD,
PI340861:C07W2ACXX:1:D5,BR-28INBR.FR.YEL.PEARL,BR-28 INBR.FR.YEL.PEARL,NCRPIS,PI 340861,85ncab01 SD,
PI340861:C07W2ACXX:2:D5,BR-28INBR.FR.YEL.PEARL,BR-28 INBR.FR.YEL.PEARL,NCRPIS,PI 340861,85ncab01 SD,
PI340861:D0D0BACXX:1:D5,BR-28INBR.FR.YEL.PEARL,BR-28 INBR.FR.YEL.PEARL,NCRPIS,PI 340861,85ncab01 SD,
PI340861:D0D7RACXX:1:D5,BR-28INBR.FR.YEL.PEARL,BR-28 INBR.FR.YEL.PEARL,NCRPIS,PI 340861,85ncab01 SD,
PI340861:D0D7RACXX:2:D5,BR-28INBR.FR.YEL.PEARL,BR-28 INBR.FR.YEL.PEARL,NCRPIS,PI 340861,85ncab01 SD,
PI340862:81FENABXX:6:B1,R-28,R-28,NCRPIS,PI 340862,85ncab01 SD,
PI340863:81FE7ABXX:3:G5,R-28-2,R-28-2,NCRPIS,PI 340863,87ncab01 SD,
PI340865:81FE7ABXX:5:E7,CA-53INBR.FR.YELPEARL,CA-53 INBR.FR.YELPEARL,NCRPIS,PI 340865,97ncai01 SD,
PI340866:81FENABXX:1:F7,R-53-1INBR.FR.YELPEARL,R-53-1 INBR.FR.YELPEARL,NCRPIS,PI 340866,00ncai01 SD,
PI340867:81FENABXX:1:A9,R-53-2INBR.FR.YELPEARL,R-53-2 INBR.FR.YELPEARL,NCRPIS,PI 340867,69ncai01 SD,
PI340868:81FE7ABXX:3:A7,RB-53INBR.FR.YELPEARL,RB-53 INBR.FR.YELPEARL,NCRPIS,PI 340868,99ncai01 SD,
PI340869:81FE7ABXX:2:B5,R-PAH-1IN.FR.TOM-THUMB,R-PAH-1 IN.FR.TOM-THUMB,NCRPIS,PI 340869,86ncab01 SD,
PI340870:81FE7ABXX:3:H4,R-PAH-2,R-PAH-2,NCRPIS,PI 340870,87ncab01 SD,
PI340871:81FE7ABXX:5:A12,WH-PAH-2IN.FR.TOMTHUMB,WH-PAH-2 IN.FR.TOMTHUMB,NCRPIS,PI 340871,72ncai01 SD,
PI340872:81FE7ABXX:2:E4,R-PAH-1,R-PAH-1,NCRPIS,PI 340872,87ncab01 SD,
PI340873:81FENABXX:3:F12,R-RAH-2IN.FR.TOM-THUMB,R-RAH-2 IN.FR.TOM-THUMB,NCRPIS,PI 340873,81ncai01 SD,
PI340874:81FE8ABXX:7:B10,IADS38-W,IA DS 38-W,NCRPIS,PI 340874,05ncai01 SD,
PI340875:81FE8ABXX:7:G9,IADS43-W,IA DS 43-W,NCRPIS,PI 340875,99ncai01 SD,
PI340875:D0D0BACXX:3:E7,IADS43-W,IA DS 43-W,NCRPIS,PI 340875,11678,
PI340876:81FE7ABXX:2:E10,IADS53,IA DS 53,NCRPIS,PI 340876,94ncfo01 SD,
PI340877:81FENABXX:7:C2,IADS70,IA DS 70,NCRPIS,PI 340877,94ncfo01 SD,
PI340878:81FENABXX:4:G2,IA88,IA 88,NCRPIS,PI 340878,94ncfo01 SD,
PI343952:81FENABXX:6:F10,INBR.PLS14MS.STERILE,INBR. PLS 14MS. STERILE,NCRPIS,PI 343952,84ncab01 SD,
PI343952:C07W2ACXX:1:A6,INBR.PLS14MS.STERILE,INBR. PLS 14MS. STERILE,NCRPIS,PI 343952,84ncab01 SD,
PI343952:C07W2ACXX:2:A6,INBR.PLS14MS.STERILE,INBR. PLS 14MS. STERILE,NCRPIS,PI 343952,84ncab01 SD,
PI343952:D0D0BACXX:1:A6,INBR.PLS14MS.STERILE,INBR. PLS 14MS. STERILE,NCRPIS,PI 343952,84ncab01 SD,
PI343952:D0D7RACXX:1:A6,INBR.PLS14MS.STERILE,INBR. PLS 14MS. STERILE,NCRPIS,PI 343952,84ncab01 SD,
PI343952:D0D7RACXX:2:A6,INBR.PLS14MS.STERILE,INBR. PLS 14MS. STERILE,NCRPIS,PI 343952,84ncab01 SD,
PI343953:81FENABXX:7:H3,PLS61/10870subline-1,PLS 61/10870 subline-1,NCRPIS,PI 343953,88ncai01 SD,
PI358521:81FENABXX:5:A4,STRAIN11D-586-68A,STRAIN 11D-586-68(A),NCRPIS,PI 358521,71ncai01 SD,
PI358522:81FENABXX:5:F8,13B-587-68A,13B-587-68(A),NCRPIS,PI 358522,01ncai01 SD,
PI358523:81FE8ABXX:6:F10,14H-588-68B,14H-588-68(B),NCRPIS,PI 358523,87ncab01 SD,
PI358524:81FENABXX:6:G1,STRAIN18B-5-69,STRAIN 18B-5-69,NCRPIS,PI 358524,99ncai01 SD,
PI358525:81FE8ABXX:6:E6,27A-317-68C,27A-317-68(C),NCRPIS,PI 358525,87ncab01 SD,
PI358526:81FENABXX:3:E3,197A-381-68A,197A-381-68(A),NCRPIS,PI 358526,87ncab01 SD,
PI358527:81FE7ABXX:3:B7,STRAIN304A-408-68B,STRAIN 304A-408-68(B),NCRPIS,PI 358527,71ncai01 SD,
PI358527:D0D0BACXX:3:H11,STRAIN304A-408-68B,STRAIN 304A-408-68(B),NCRPIS,PI 358527,11765,
PI358528:81FENABXX:1:G10,442A-431-68D,442A-431-68(D),NCRPIS,PI 358528,03ncai01 SD,
PI358529:81FENABXX:2:C4,STRAIN451B-4-68B,STRAIN 451B-4-68(B),NCRPIS,PI 358529,85ncab01 SD,
PI358530:81FE7ABXX:4:F9,STRAIN465A-421-68B,STRAIN 465A-421-68(B),NCRPIS,PI 358530,08ncai01 SD,
PI358531:81N4HABXX:6:C11,STRAIN675A-415-68B,STRAIN 675A-415-68(B),NCRPIS,PI 358531,71ncai01 SD,
PI358532:81N4HABXX:5:B11,676A-348-68B,676A-348-68(B),NCRPIS,PI 358532,87ncab01 SD,
PI358532:D0D0BACXX:3:H4,676A-348-68B,676A-348-68(B),NCRPIS,PI 358532,11560,
PI358533:81FE7ABXX:3:C11,STRAINT36101T-394-68,STRAIN T36(101T)-394-68,NCRPIS,PI 358533,95ncab01 SD,
PI358534:81FENABXX:2:D6,STRAINT20-2-68B,STRAIN T20-2-68(B),NCRPIS,PI 358534,73ncai01 SD,
PI358535:81FE8ABXX:6:E12,21-396-68B,21-396-68(B),NCRPIS,PI 358535,87ncab01 SD,
PI358536:81FENABXX:1:F8,STRAINT24-395-68B,STRAIN T24-395-68(B),NCRPIS,PI 358536,97ncai01 SD,
PI358537:81FENABXX:2:E7,STRAINT32-397-68B,STRAIN T32-397-68(B),NCRPIS,PI 358537,95ncab01 SD,
PI358538:81N4HABXX:7:A4,STRAINT33-399-68B,STRAIN T33-399-68(B),NCRPIS,PI 358538,72ncai01 SD,
PI358539:81FE7ABXX:4:D5,STRAINT35-388-68A,STRAIN T35-388-68(A),NCRPIS,PI 358539,85ncab01 SD,
PI369437:81FE8ABXX:3:D11,Feb-80,Feb-80,NCRPIS,PI 369437,76ncai01 SD,
PI369438:81FENABXX:6:E9,K10,K 10,NCRPIS,PI 369438,82ncai01 SD,
PI369439:81FE8ABXX:3:E10,S14,S 14,NCRPIS,PI 369439,08ncai01 SD,
PI369442:81FENABXX:6:H6,S48,S 48,NCRPIS,PI 369442,85ncab01 SD,
PI369443:81FE8ABXX:3:D10,S61,S 61,NCRPIS,PI 369443,85ncab01 SD,
PI369446:81FE8ABXX:3:C8,U123,U 123,NCRPIS,PI 369446,85ncab01 SD,
PI391414:81FE8ABXX:2:F4,PH9,PH 9,NCRPIS,PI 391414,76ncai01 SD,
PI391415:81N4HABXX:5:C9,PH11,PH 11,NCRPIS,PI 391415,85ncab01 SD,
PI391416:81N4HABXX:5:D5,PH17,PH 17,NCRPIS,PI 391416,74ncpi01 SD,
PI391660:81FE7ABXX:5:F9,CHI-41,CHI-41,NCRPIS,PI 391660,77ncai01 SD,
PI391660:D0D0BACXX:3:A10,CHI-41,CHI-41,NCRPIS,PI 391660,11792,
PI391662:81FENABXX:1:A8,KUNG-70,KUNG-70,NCRPIS,PI 391662,76ncai01 SD,
PI391663:81N4HABXX:1:D8,TIEH84,T IEH 84,NCRPIS,PI 391663,76ncai01 SD,
PI391665:81FE8ABXX:6:G11,YING-55,YING-55,NCRPIS,PI 391665,79ncai01 SD,
PI391666:81N4HABXX:6:E5,YING-64,YING-64,NCRPIS,PI 391666,82ncai01 SD,
PI391667:81FENABXX:2:F6,CHI-503,CHI-503,NCRPIS,PI 391667,03ncai01 SD,
PI391670:81FENABXX:3:B5,NIU11,NIU 11,NCRPIS,PI 391670,82ncai01 SD,
PI391672:81FE8ABXX:1:A8,YANG,YANG,NCRPIS,PI 391672,85ncab01 SD,
PI391676:81FENABXX:5:A3,TUO229,TUO 229,NCRPIS,PI 391676,76ncai01 SD,
PI391676:C07W2ACXX:1:C5,TUO229,TUO 229,NCRPIS,PI 391676,76ncai01 SD,
PI391676:C07W2ACXX:2:C5,TUO229,TUO 229,NCRPIS,PI 391676,76ncai01 SD,
PI391676:D0D0BACXX:1:C5,TUO229,TUO 229,NCRPIS,PI 391676,76ncai01 SD,
PI391676:D0D7RACXX:1:C5,TUO229,TUO 229,NCRPIS,PI 391676,76ncai01 SD,
PI391676:D0D7RACXX:2:C5,TUO229,TUO 229,NCRPIS,PI 391676,76ncai01 SD,
PI391678:81FE7ABXX:4:H8,TZU-CHIAO-HSI-WU105,TZU-CHIAO-HSI-WU 105,NCRPIS,PI 391678,88ncab01 SD,
PI391679:81FENABXX:1:A6,TZU-CHIAO-HSI-WU302,TZU-CHIAO-HSI-WU 302,NCRPIS,PI 391679,77ncai01 SD,
PI391680:81N4HABXX:7:E6,WU-TAN-TZAO,WU-TAN-TZAO,NCRPIS,PI 391680,76ncpi02 SD,
PI391680:D0D0BACXX:3:C6,WU-TAN-TZAO,WU-TAN-TZAO,NCRPIS,PI 391680,11662,
PI391682:81N4HABXX:6:B9,YE-CHI-HUNG,YE-CHI-HUNG,NCRPIS,PI 391682,85ncab01 SD,
PI405705:81FENABXX:2:D12,CHAN11INBRED,CHAN 11 INBRED,NCRPIS,PI 405705,79ncai01 SD,
PI405705:C07W2ACXX:1:F4,CHAN11INBRED,CHAN 11 INBRED,NCRPIS,PI 405705,79ncai01 SD,
PI405705:C07W2ACXX:2:F4,CHAN11INBRED,CHAN 11 INBRED,NCRPIS,PI 405705,79ncai01 SD,
PI405705:D0D0BACXX:1:F4,CHAN11INBRED,CHAN 11 INBRED,NCRPIS,PI 405705,79ncai01 SD,
PI405705:D0D7RACXX:1:F4,CHAN11INBRED,CHAN 11 INBRED,NCRPIS,PI 405705,79ncai01 SD,
PI405705:D0D7RACXX:2:F4,CHAN11INBRED,CHAN 11 INBRED,NCRPIS,PI 405705,79ncai01 SD,
PI405706:81FENABXX:4:H5,CHI-69INB.,CHI-69 INB.,NCRPIS,PI 405706,79ncai01 SD,
PI405707:81FENABXX:5:E10,HUA94INBRED,HUA 94 INBRED,NCRPIS,PI 405707,79ncai01 SD,
PI405709:81FENABXX:1:C10,TANGCHAOINBRED,TANG CHAO INBRED,NCRPIS,PI 405709,78ncai01 SD,
PI405711:81FENABXX:2:B6,BAITOUSHUANGIN.JI095,BAI TOU SHUANG IN.(JI 095,NCRPIS,PI 405711,78ncai01 SD,
PI405712:81FE8ABXX:5:H11,DABATANGINB.JI0241,DA BA TANG INB. (JI 0241),NCRPIS,PI 405712,78ncai01 SD,
PI405713:81FENABXX:2:F3,DAJINDINGJI0018,DA JIN DING (JI 0018),NCRPIS,PI 405713,78ncai01 SD,
PI405714:81N4HABXX:7:G7,HUOBAOMIJI0235,HUO BAO MI (JI 0235),NCRPIS,PI 405714,78ncai01 SD,
PI406106:81FE7ABXX:4:H10,A14NW,A14NW,NCRPIS,PI 406106,85ncab01 SD,
PI406107:81FENABXX:4:C4,A57N,A57N,NCRPIS,PI 406107,84ncab01 SD,
PI406108:81FE7ABXX:3:H12,A98NW,A98NW,NCRPIS,PI 406108,87ncab01 SD,
PI406109:81FE7ABXX:2:C7,A166N,A166N,NCRPIS,PI 406109,84ncab01 SD,
PI406110:81N4HABXX:3:G3,A178N,A178N,NCRPIS,PI 406110,85ncab01 SD,
PI406112:81FE7ABXX:5:F3,A214N,A214N,NCRPIS,PI 406112,78ncai01 SD,
PI406112:81FE7ABXX:7:C1,A214N,A214N,NCRPIS,PI 406112,04ncai02 SD,
PI406112:81FE7ABXX:7:C6,A214N,A214N,NCRPIS,PI 406112,88ncab01 SD,
PI406112:81N4HABXX:3:A8,A214N,A214N,NCRPIS,PI 406112,04ncai01 SD,
PI406113:81FENABXX:6:G2,A266N,A266N,NCRPIS,PI 406113,76ncei01 SD,
PI406115:D0D0BACXX:4:E1,A328NW,A328NW,NCRPIS,PI 406115,12757,
PI406116:81FE8ABXX:7:E6,A347NW,A347NW,NCRPIS,PI 406116,81ncai01 SD,
PI406117:81FENABXX:7:G1,A359NW,A359NW,NCRPIS,PI 406117,77ncai01 SD,
PI406117:D0D0BACXX:4:F10,A359NW,A359NW,NCRPIS,PI 406117,20798,
PI406118:81FE7ABXX:3:A1,A509N,A509N,NCRPIS,PI 406118,82ncai01 SD,
PI406118:D0D0BACXX:4:F10,A509N,A509N,NCRPIS,PI 406118,12675,
PI406119:81FE8ABXX:7:F9,A553NOrangeHalo,A553N (Orange Halo),NCRPIS,PI 406119,86ncab01 SD,
PI406120:81N4HABXX:1:B5,A553NRedhalo,A553N (Red halo),NCRPIS,PI 406120,84ncai01 SD,
PI406122:81FE8ABXX:5:E3,A564N,A564N,NCRPIS,PI 406122,87ncab01 SD,
PI406123:81FE7ABXX:3:D6,A579N,A579N,NCRPIS,PI 406123,85ncab01 SD,
PI406124:81N4HABXX:2:H5,A622N,A622N,NCRPIS,PI 406124,79ncai01 SD,
PI406125:81FENABXX:4:E6,A641N,A641N,NCRPIS,PI 406125,79ncai01 SD,
PI406126:81FE7ABXX:4:E11,A661N,A661N,NCRPIS,PI 406126,87ncab01 SD,
PI406127:81FENABXX:7:H2,A664N,A664N,NCRPIS,PI 406127,92ncai01 SD,
PI406128:81FENABXX:1:E9,A691N,A691N,NCRPIS,PI 406128,85ncab01 SD,
PI406129:81FE8ABXX:3:F7,A759NW,A759NW,NCRPIS,PI 406129,86ncab01 SD,
PI406130:81FE8ABXX:2:D8,A797NW,A797NW,NCRPIS,PI 406130,86ncab01 SD,
PI406131:81FE7ABXX:7:H7,A797NW,A797NW,NCRPIS,PI 406131,87ncab01 SD,
PI415077:81FENABXX:6:B6,4528.INBRED,4528. INBRED,NCRPIS,PI 415077,78ncai01 SD,
PI415078:81FENABXX:7:H4,4533.INBRED,4533. INBRED,NCRPIS,PI 415078,84ncab01 SD,
PI415079:81FE8ABXX:4:B3,4537.INBRED,4537. INBRED,NCRPIS,PI 415079,84ncab01 SD,
PI415080:81FENABXX:7:C3,4550.INBRED,4550. INBRED,NCRPIS,PI 415080,78ncai01 SD,
PI415081:81FE8ABXX:4:C2,4554.INBRED,4554. INBRED,NCRPIS,PI 415081,78ncai01 SD,
PI415082:81FENABXX:6:E8,4554INBRED,4554 INBRED,NCRPIS,PI 415082,81ncai01 SD,
PI415083:81FE8ABXX:4:A3,4562INBRED,4562 INBRED,NCRPIS,PI 415083,78ncai01 SD,
PI415084:81FE8ABXX:3:G10,4564INBRED,4564 INBRED,NCRPIS,PI 415084,78ncai01 SD,
PI415085:81FE8ABXX:6:A11,4566INBRED,4566 INBRED,NCRPIS,PI 415085,78ncai01 SD,
PI415086:81FE8ABXX:5:B6,4578INBRED,4578 INBRED,NCRPIS,PI 415086,79ncai01 SD,
PI415087:81FE8ABXX:5:D12,4580INBRED,4580 INBRED,NCRPIS,PI 415087,79ncai01 SD,
PI415088:81FE8ABXX:4:G7,4581INBRED,4581 INBRED,NCRPIS,PI 415088,79ncai01 SD,
PI415089:81FENABXX:6:F6,4655INBRED,4655 INBRED,NCRPIS,PI 415089,78ncai01 SD,
PI415090:81FE8ABXX:4:B5,4659INBRED,4659 INBRED,NCRPIS,PI 415090,78ncai01 SD,
PI415091:81FENABXX:6:F9,4664INBRED,4664 INBRED,NCRPIS,PI 415091,78ncai01 SD,
PI427109:81N4HABXX:6:F11,Eng-liChih,Eng-li Chih,NCRPIS,PI 427109,82ncai01 SD,
PI427111:81FE7ABXX:5:G5,Chi-tan120,Chi-tan 120,NCRPIS,PI 427111,82ncai01 SD,
PI433485:81FE8ABXX:3:A11,PriorA,Prior A,NCRPIS,PI 433485,84ncab01 SD,
PI433486:81FENABXX:6:F5,PriorB,Prior B,NCRPIS,PI 433486,82ncai01 SD,
PI433487:81FENABXX:7:C4,PriorC,Prior C,NCRPIS,PI 433487,95ncai01 SD,
PI433488:81FENABXX:6:B10,PriorD,Prior D,NCRPIS,PI 433488,86ncab01 SD,
PI452250:81FE7ABXX:7:F1,Gengke1,Geng ke 1,NCRPIS,PI 452250,84ncab01 SD,
PI452250:D0D0BACXX:4:B10,Gengke1,Geng ke 1,NCRPIS,PI 452250,12339,
PI459078:81FENABXX:2:D3,Honanno.7,Honan no. 7,NCRPIS,PI 459078,84ncab01 SD,
PI459080:81FE7ABXX:4:E2,Hwangno.525,Hwang no. 525,NCRPIS,PI 459080,84ncab01 SD,
PI459082:81N4HABXX:7:D12,Shansino.60,Shansi no. 60,NCRPIS,PI 459082,86ncab01 SD,
PI506243:81FE8ABXX:3:B5,Tzi1,Tzi 1,NCRPIS,PI 506243,89ncei01 SD,
PI506243:D0D0BACXX:4:F1,Tzi1,Tzi 1,NCRPIS,PI 506243,13122,
PI506244:81N4HABXX:4:C4,Tzi3,Tzi 3,NCRPIS,PI 506244,90ncab01 SD,
PI506245:81N4HABXX:4:E8,Tzi4,Tzi 4,NCRPIS,PI 506245,89ncei01 SD,
PI506246:81FE8ABXX:2:E6,Tzi8,Tzi 8,NCRPIS,PI 506246,91ncab01 SD,
PI506246:81N4HABXX:5:C10,Tzi8,Tzi 8,NCRPIS,PI 506246,05ncei01 SD,
